,E_votes_3,E_votes_num,E_votes_mean,E_votes_2,E_votes_std,E_votes_1,E_votes_4,E_likes_mean,E_likes_sum,E_likes_num,E_likes_std,E_dislikes_std,E_dislikes_sum,E_dislikes_num,E_dislikes_mean,E_com_num,E_com_std,E_com_sum,E_com_mean,E_uid,E_target,E_comid
644,34,54,3.111111111111111,7,0.6039700938074968,0,13,9.090909090909092,100.0,11.0,3.858874070361599,0.8090398349558905,4.0,11.0,0.36363636363636365,11.0,17.136882075591444,567.0,51.54545454545455,24_249,1,24
645,17,55,3.5454545454545454,4,0.632987678137103,0,34,6.9772727272727275,307.0,44.0,3.9265858082991865,1.467764980524801,26.0,44.0,0.5909090909090909,44.0,128.05038318665618,5204.0,118.27272727272727,24_250,1,24
646,27,27,3.0,0,0.0,0,0,3.0,9.0,3.0,2.6457513110645907,1.1547005383792517,2.0,3.0,0.6666666666666666,3.0,18.77054430040145,113.0,37.666666666666664,24_256,1,24
647,36,45,3.088888888888889,1,0.5144380085554184,1,7,11.962962962962964,323.0,27.0,6.542649907053549,1.395964880904225,15.0,27.0,0.5555555555555556,27.0,39.669719052277266,1456.0,53.925925925925924,24_259,1,24
648,3,15,2.1333333333333333,11,0.5163977794943223,1,0,6.333333333333333,19.0,3.0,4.041451884327381,1.5275252316519468,4.0,3.0,1.3333333333333333,3.0,50.269274910227224,249.0,83.0,24_260,1,24
649,13,43,3.3255813953488373,8,0.7783049418465545,0,22,,,,,,,,,,,,,24_263,1,24
650,27,30,2.9,3,0.3051285766293647,0,0,,,,,,,,,,,,,24_264,1,24
651,0,9,3.4444444444444446,1,1.1303883305208782,1,7,6.0,18.0,3.0,3.605551275463989,0.0,0.0,3.0,0.0,3.0,34.58805188693537,149.0,49.666666666666664,24_269,0,24
652,28,28,3.0,0,0.0,0,0,,,,,,,,,,,,,24_276,1,24
653,0,40,4.0,0,0.0,0,40,4.341463414634147,178.0,41.0,3.2833653169999297,0.7824289884399863,12.0,41.0,0.2926829268292683,41.0,30.11812111523883,1610.0,39.26829268292683,24_284,1,24
654,8,32,2.375,4,1.237844119635477,12,8,13.857142857142858,97.0,7.0,5.727959829601096,1.1338934190276817,4.0,7.0,0.5714285714285714,7.0,65.96824632965108,776.0,110.85714285714286,24_29,1,24
655,0,45,4.0,0,0.0,0,45,1.5,3.0,2.0,2.1213203435596424,0.0,0.0,2.0,0.0,2.0,12.727922061357855,32.0,16.0,24_291,1,24
656,3,12,2.6666666666666665,2,1.2309149097933274,3,4,8.6,43.0,5.0,6.107372593840989,1.0954451150103324,4.0,5.0,0.8,5.0,26.71516423307182,244.0,48.8,24_297,0,24
657,15,28,2.4642857142857144,8,0.7926581093427849,4,1,,,,,,,,,,,,,24_38,1,24
658,23,33,2.787878787878788,7,0.5998737240857318,1,2,,,,,,,,,,,,,24_39,1,24
659,4,41,3.5121951219512195,5,0.897829360722632,2,30,6.818181818181818,150.0,22.0,5.762244632386169,0.7963662060880874,13.0,22.0,0.5909090909090909,22.0,22.565585029101896,603.0,27.40909090909091,24_41,1,24
660,13,62,3.274193548387097,7,1.010913478140223,6,36,7.777777777777778,70.0,9.0,5.044248650140519,1.0137937550497031,4.0,9.0,0.4444444444444444,9.0,29.654023523142875,476.0,52.888888888888886,24_43,1,24
661,3,51,2.784313725490196,13,1.2540131656437437,11,24,11.0,308.0,28.0,7.557189365836423,1.8978545391709691,35.0,28.0,1.25,28.0,54.59484005697389,2175.0,77.67857142857143,24_52,1,24
662,12,32,2.6875,6,1.0606601717798212,6,8,14.0,336.0,24.0,5.956363057232594,1.1787674722451364,13.0,24.0,0.5416666666666666,24.0,56.65046656753006,2464.0,102.66666666666667,24_59,1,24
663,8,30,2.8666666666666667,4,1.166584561971349,6,12,10.6,159.0,15.0,7.962411694957753,0.7367883976130074,6.0,15.0,0.4,15.0,122.57794410477106,1621.0,108.06666666666666,24_6,1,24
664,36,44,3.0454545454545454,3,0.42887334578293,0,5,8.666666666666666,26.0,3.0,7.505553499465135,3.511884584284246,14.0,3.0,4.666666666666667,3.0,42.91076011134425,151.0,50.333333333333336,24_62,1,24
665,7,20,2.4,2,1.187655806953123,7,4,16.5,99.0,6.0,9.354143466934854,0.5477225575051661,3.0,6.0,0.5,6.0,66.12715024859305,522.0,87.0,24_66,1,24
666,2,59,3.7966101694915255,2,0.6638357975446152,2,53,12.529411764705882,639.0,51.0,4.725898607361231,2.8396354364186798,192.0,51.0,3.764705882352941,51.0,437.9878250613375,32495.0,637.156862745098,24_67,1,24
667,19,24,3.0833333333333335,0,0.5835920751217648,1,4,,,,,,,,,,,,,24_68,0,24
668,27,51,3.196078431372549,4,0.7488553356460047,2,18,13.666666666666666,123.0,9.0,7.984359711335656,2.1081851067789192,11.0,9.0,1.2222222222222223,9.0,93.36368554088777,1075.0,119.44444444444444,24_70,1,24
669,49,62,2.9193548387096775,6,0.5521459505546596,2,5,8.266666666666667,248.0,30.0,6.136006413999555,1.1651056880677457,17.0,30.0,0.5666666666666667,30.0,30.39663093853977,1527.0,50.9,24_90,1,24
670,10,35,3.4285714285714284,5,0.7390659560519331,0,20,26.0,26.0,1.0,,,0.0,1.0,0.0,1.0,,68.0,68.0,26_104,1,26
671,9,77,1.5324675324675325,14,0.8520009819677999,51,3,7.0,7.0,1.0,,,0.0,1.0,0.0,1.0,,114.0,114.0,26_106,1,26
672,0,12,1.0833333333333333,1,0.28867513459481287,11,0,,,,,,,,,,,,,26_109,1,26
673,21,37,3.2972972972972974,1,0.6610120550617339,1,14,5.428571428571429,38.0,7.0,3.7352886036263584,5.593363414414826,17.0,7.0,2.4285714285714284,7.0,111.97427425635807,1027.0,146.71428571428572,26_111,0,26
674,15,30,2.466666666666667,11,0.7302967433402217,3,1,3.6,36.0,10.0,4.141926551202419,0.6992058987801011,4.0,10.0,0.4,10.0,67.09727598378674,774.0,77.4,26_112,1,26
675,23,77,2.4415584415584415,47,0.6588168520658533,1,6,12.210526315789474,232.0,19.0,8.910536505660781,0.9612370197756296,8.0,19.0,0.42105263157894735,19.0,109.6040721487069,2735.0,143.94736842105263,26_114,1,26
676,10,10,3.0,0,0.0,0,0,,,,,,,,,,,,,26_116,1,26
677,23,28,2.9642857142857144,3,0.42879183045206654,0,2,20.0,20.0,1.0,,,0.0,1.0,0.0,1.0,,40.0,40.0,26_118,0,26
678,26,28,3.0,1,0.2721655269759087,0,1,5.777777777777778,52.0,9.0,6.629060600450447,0.33333333333333337,1.0,9.0,0.1111111111111111,9.0,122.76818715684361,1309.0,145.44444444444446,26_124,1,26
679,46,49,3.020408163265306,1,0.24914820876733754,0,2,4.333333333333333,13.0,3.0,2.8867513459481287,0.0,0.0,3.0,0.0,3.0,407.42156709400314,841.0,280.3333333333333,26_125,1,26
680,0,19,4.0,0,0.0,0,19,7.333333333333333,22.0,3.0,1.5275252316519465,1.1547005383792517,2.0,3.0,0.6666666666666666,3.0,44.30575583375144,153.0,51.0,26_13,1,26
681,45,54,3.0185185185185186,4,0.41165752118105836,0,5,3.5,28.0,8.0,2.5071326821120348,0.0,0.0,8.0,0.0,8.0,86.7817459410182,1006.0,125.75,26_131,1,26
