uid,votes_3,votes_num,votes_mean,votes_2,votes_std,votes_1,votes_4,likes_mean,likes_sum,likes_num,likes_std,dislikes_std,dislikes_sum,dislikes_num,dislikes_mean,com_num,com_std,com_sum,com_mean
0_18,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
0_20,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
0_259,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
0_27,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
0_31,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
0_32,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
0_33,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
0_37,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
0_38,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
0_39,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817857,25022.0,70.28651685393258
