,G_interactions_degree,G_interactions_w_degree,G_interactions_degree_u,G_interactions_w_degree_u,G_interactions_betweenness_centrality,G_interactions_w_betweenness_centrality,G_interactions_betweenness_centrality_u,G_interactions_w_betweenness_centrality_u,G_interactions_NMF1_d,G_interactions_NMF1_u,G_interactions_NMF2_d,G_interactions_NMF2_u,G_rel_agree_degree,G_rel_agree_w_degree,G_rel_agree_degree_u,G_rel_agree_w_degree_u,G_rel_agree_betweenness_centrality,G_rel_agree_w_betweenness_centrality,G_rel_agree_betweenness_centrality_u,G_rel_agree_w_betweenness_centrality_u,G_rel_agree_NMF1_d,G_rel_agree_NMF1_u,G_rel_agree_NMF2_d,G_rel_agree_NMF2_u
11_183,0.4577114427860697,0.058469945355191254,0.5537190082644629,0.06378331148973351,0.068240739709489,0.3994918073756716,0.0945242441089862,0.3669569016262077,0.0,0.0,0.0,0.8181279378862636,0.4577114427860697,0.4742975104674493,0.5537190082644629,0.5643119980145022,0.068240739709489,3.058138772145478e-06,0.0945242441089862,1.6707659586473844e-08,0.0,0.0,0.0,0.8662359542649176
11_184,0.07960199004975124,0.00546448087431694,0.1322314049586777,0.00873743993010048,0.0,0.0,0.001065971636564354,0.026306936999946174,0.0,0.0,0.0,0.0,0.07960199004975124,0.06018622913594369,0.1322314049586777,0.1008639367423481,0.0,0.0,0.001065971636564354,1.385996799663715e-06,0.0,0.0,0.0,0.0
11_186,0.39303482587064675,0.06530054644808743,0.5289256198347108,0.08300567933595457,0.027977448169040308,0.20490265746925318,0.04908947963225533,0.2284491887610612,0.0,0.0,0.0,0.0,0.39303482587064675,0.32383648685125865,0.5289256198347108,0.44184198442197914,0.027977448169040308,0.0011061881624688152,0.04908947963225533,0.0006334487687869713,0.0,0.0,0.0,0.0
11_19,0.8855721393034826,0.3510928961748634,0.8760330578512396,0.33901266928789864,0.3868754601935931,0.46407939119758185,0.32414963293412496,0.275127056912031,0.0,0.0,0.0,0.0,0.8855721393034826,0.822167845462722,0.8760330578512396,0.8415182834962905,0.3868754601935931,0.0006113121304762521,0.32414963293412496,9.914823493374558e-12,0.0,0.0,0.0,0.0
11_194,0.6069651741293532,0.10081967213114754,0.71900826446281,0.09873307121013543,0.09697612063344392,0.35035999906769016,0.14491228066096717,0.29847302216421134,0.0,0.0,0.0,0.0,0.6069651741293532,0.548896349189086,0.71900826446281,0.6610857229607602,0.09697612063344392,0.011868715830841321,0.14491228066096717,7.29676205413486e-05,0.0,0.0,0.0,0.0
11_196,0.5223880597014925,0.09262295081967213,0.6115702479338843,0.07907383136740935,0.07437528153471501,0.3422850571048228,0.1095593816035142,0.2682841985832627,0.0,0.0,0.0,0.0,0.5223880597014925,0.46134078625641317,0.6115702479338843,0.5366211677353103,0.07437528153471501,0.0022180594506878387,0.1095593816035142,1.895318342916127e-05,0.0,0.0,0.0,0.0
11_2,0.31840796019900497,0.041530054644808745,0.4132231404958678,0.05417212756662298,0.02423603622735595,0.1675238671173691,0.03520419400554893,0.15883337159823632,0.0,0.0,0.0,0.0,0.31840796019900497,0.2095463406243264,0.4132231404958678,0.2531890657001799,0.02423603622735595,0.027464374622385233,0.03520419400554893,3.0151700911569637e-06,0.0,0.0,0.0,0.0
11_201,0.5870646766169154,0.11147540983606558,0.6528925619834711,0.11314984709480122,0.11132135023219215,0.5142312597154307,0.14489810138554296,0.3942011524663805,0.0,0.16777561510943767,0.0,0.0,0.5870646766169154,0.5700119424554322,0.6528925619834711,0.6449972674520952,0.11132135023219215,0.0002800796498741725,0.14489810138554296,1.8177082895648176e-08,0.0,0.0,0.0,0.0
11_206,0.263681592039801,0.03579234972677595,0.34710743801652894,0.045871559633027525,0.03452096101365261,0.2136361671223526,0.11114258935569478,0.2993807728637853,0.0,0.0,0.0,0.0,0.263681592039801,0.23649366702544222,0.34710743801652894,0.31147744274958444,0.03452096101365261,0.0036136031679128,0.11114258935569478,5.262709028632885e-05,0.0,0.0,0.0,0.0
11_209,0.9751243781094527,0.38169398907103824,0.9669421487603306,0.3778942769768458,0.7245021283059345,0.9404174026890485,0.656501786018244,0.6589481613168457,0.0,0.0,0.0,0.0,0.9751243781094527,1.0,0.9669421487603306,1.0,0.7245021283059345,4.2931879262217145e-06,0.656501786018244,3.620443539386392e-12,0.0,0.0,0.0,0.0
11_21,0.5373134328358209,0.09617486338797815,0.628099173553719,0.10353866317169069,0.07147836128066899,0.2901780409734235,0.08010180200576443,0.24857173997249973,0.0,0.0,0.0,0.0,0.5373134328358209,0.5186387935655629,0.628099173553719,0.6322179000979561,0.07147836128066899,0.0031175685400311836,0.08010180200576443,5.3710329015730194e-11,0.0,0.0,0.0,0.0
11_212,0.3582089552238806,0.03825136612021858,0.4628099173553719,0.04980340760157274,0.023459632845649503,0.29459944376620395,0.046071098533691804,0.2653026574273775,0.0,0.0,0.0,0.0,0.3582089552238806,0.30386539494598325,0.4628099173553719,0.3811558970093495,0.023459632845649503,0.002157289807492315,0.046071098533691804,4.175804975588576e-06,0.0,0.0,0.0,0.0
11_213,0.8905472636815921,0.2505464480874317,0.9090909090909091,0.25207514198339886,0.4674216207960761,0.6262156050940059,0.4074114146746596,0.3179165386111468,0.0,0.0,0.0,0.0,0.8905472636815921,0.723221019378118,0.9090909090909091,0.7213993974955177,0.4674216207960761,0.12184671905638611,0.4074114146746596,2.1558182306307213e-05,0.0,0.0,0.0,0.0
