,G_interactions_degree,G_interactions_w_degree,G_interactions_degree_u,G_interactions_w_degree_u,G_interactions_betweenness_centrality,G_interactions_w_betweenness_centrality,G_interactions_betweenness_centrality_u,G_interactions_w_betweenness_centrality_u,G_interactions_NMF1_d,G_interactions_NMF1_u,G_interactions_NMF2_d,G_interactions_NMF2_u,G_rel_agree_degree,G_rel_agree_w_degree,G_rel_agree_degree_u,G_rel_agree_w_degree_u,G_rel_agree_betweenness_centrality,G_rel_agree_w_betweenness_centrality,G_rel_agree_betweenness_centrality_u,G_rel_agree_w_betweenness_centrality_u,G_rel_agree_NMF1_d,G_rel_agree_NMF1_u,G_rel_agree_NMF2_d,G_rel_agree_NMF2_u
0_51,0.04583333333333333,0.004870920603994155,0.058823529411764705,0.005214600882470918,0.0,0.015698681647942837,0.0,0.017681295719616966,0.0,0.0,0.0,0.0,0.04583333333333333,0.022320431654000127,0.058823529411764705,0.03656484291535487,0.0,1.1407959089972493e-06,0.0,4.664406764157886e-22,0.0,0.0,0.0,0.0
0_52,0.1125,0.034339990258158794,0.10457516339869281,0.0377055756117128,0.003567293160943555,0.018701411301331173,0.004272527242261158,0.015070641448187788,0.0,0.0,0.0,0.0,0.1125,0.13792882124651362,0.10457516339869281,0.13500865076438723,0.003567293160943555,1.1938561838343307e-08,0.004272527242261158,0.0,0.0,0.8746798926688093,0.0,0.0
0_55,0.1375,0.10910862152946907,0.12418300653594772,0.10348977135980746,0.011448030836306702,0.012591294116901543,0.012278461570031282,0.02091785460746844,0.0,0.0,0.0,0.0,0.1375,0.11159128638314653,0.12418300653594772,0.11519020219085668,0.011448030836306702,2.4214435423865206e-06,0.012278461570031282,4.605418571753801e-22,0.0,0.0,0.0,0.0
0_56,0.0875,0.018509498295177788,0.0915032679738562,0.018050541516245487,0.0014282357919164145,0.013814839850189692,0.0022176500294095168,0.02418397576547667,0.0,0.0,0.0,0.0,0.0875,0.08292898837601587,0.0915032679738562,0.0922559113556646,0.0014282357919164145,4.3803151887826275e-07,0.0022176500294095168,3.146017251208211e-22,0.0,0.0,0.0,0.0
0_57,0.06666666666666667,0.011203117389186557,0.0718954248366013,0.010028078620136383,0.00010057998534622638,0.0017049719704917308,0.00013063296105918614,0.0067626241455139196,0.0,0.12807416902126872,0.0,0.0,0.06666666666666667,0.07554607636738506,0.0718954248366013,0.08156772650348396,0.00010057998534622638,0.0,0.00013063296105918614,2.2224137651665957e-24,0.0,0.0,0.0,0.0
0_62,0.04583333333333333,0.006819288845591817,0.0457516339869281,0.00762133975130365,0.0,0.018686188337308923,0.00013063296105918614,0.010346794554863774,0.0,0.0,0.0,0.0,0.04583333333333333,0.056659557275538786,0.0457516339869281,0.05906628470941941,0.0,0.0,0.00013063296105918614,0.0,0.0,0.0,0.0,0.0
0_63,0.06666666666666667,0.016804676083779835,0.0784313725490196,0.0188527878058564,0.0008671854198758677,0.011255479023949317,0.002279856201342463,0.02362738957562883,0.0,0.0,0.0,0.0,0.06666666666666667,0.07941703234654031,0.0784313725490196,0.09803469072550389,0.0008671854198758677,6.6325343546351705e-09,0.002279856201342463,3.238374343528468e-24,0.0,0.494013715947961,0.0,0.0
0_64,0.05416666666666667,0.00754992693619094,0.06535947712418301,0.009225832330525471,0.00034552183201291885,0.016545459021680354,0.0004478844379172096,0.02356214870355875,0.0,0.0,0.0,0.0,0.05416666666666667,0.06490094742470806,0.06535947712418301,0.08100519045863233,0.00034552183201291885,0.0,0.0004478844379172096,0.0,0.0,0.0,0.0,0.0
11_10,0.10416666666666667,0.006819288845591817,0.1437908496732026,0.009626955475330927,0.0008245783595203799,0.031669763491284884,0.0014811564716411653,0.046021333806586975,0.0,0.0,0.0,0.0,0.10416666666666667,0.06696129496200039,0.1437908496732026,0.10125648807329041,0.0008245783595203799,0.04965479280243037,0.0014811564716411653,8.147272714821962e-12,0.0,0.0,0.0,0.0
11_100,0.3875,0.059912323429128105,0.48366013071895425,0.07380665864420377,0.03332799185403177,0.15123811250984132,0.09224715994653906,0.2996323437368186,0.0,0.0,0.0,0.18835312366564644,0.3875,0.4499651853765191,0.48366013071895425,0.5894574127123692,0.03332799185403177,0.0004250738100732775,0.09224715994653906,1.7318732789688417e-12,0.0,0.0,0.0,0.24003825774285895
11_101,0.45416666666666666,0.13102776424744278,0.6405228758169934,0.19895707982350583,0.021285945715305184,0.09095591370948411,0.19568816500333924,0.2022148266646314,0.0,0.0,0.0,0.0,0.45416666666666666,0.4195176891532266,0.6405228758169934,0.620068522802377,0.021285945715305184,6.680277163918385e-06,0.19568816500333924,9.1169978767582e-08,0.0,0.0,0.0,0.0
11_102,0.55,0.06137359961032635,0.6274509803921569,0.07099879663056559,0.1842733575474315,0.5642708357656151,0.3878376143205269,1.0,0.0,0.0,0.0,0.0,0.55,0.479018538447028,0.6274509803921569,0.5692864773898327,0.1842733575474315,0.06640551204009687,0.3878376143205269,4.029989045173746e-06,0.0,0.0,0.0,0.0
11_103,0.44166666666666665,0.053336580613735994,0.5294117647058824,0.06498194945848375,0.057730409597187074,0.2482985740688627,0.0623887919221451,0.321688177752332,0.0,0.3525214671046258,0.0,0.0,0.44166666666666665,0.4420671864835652,0.5294117647058824,0.5453786954836392,0.057730409597187074,0.005213657413794721,0.0623887919221451,1.106346258316849e-06,0.0,0.0,0.0,0.0
11_107,0.22916666666666666,0.025815879201169022,0.27450980392156865,0.03289209787404733,0.008272400819546919,0.04924951088574364,0.012791572266640586,0.060896676711020004,0.0,0.0,0.0,0.0,0.22916666666666666,0.23762674930104755,0.27450980392156865,0.28379943462763896,0.008272400819546919,0.0018862523206825846,0.012791572266640586,2.2422042646712438e-10,0.0,0.0,0.0,0.0
11_108,0.44583333333333336,0.06039941548952752,0.5294117647058824,0.06578419574809466,0.05735528102222435,0.22337913440021384,0.08827205381251044,0.30283594990805457,0.0,0.0,0.0,0.0,0.44583333333333336,0.48435913817341986,0.5294117647058824,0.5948416862845203,0.05735528102222435,0.0007263861433579737,0.08827205381251044,1.6728534486003582e-14,0.0,0.0,0.0,0.0
11_114,0.8,0.2601071602532879,0.8431372549019608,0.255515443241075,0.33640883717837533,0.2687664220996445,0.5482027725801965,0.5350781237973689,0.0,0.0,0.0,0.0,0.8,0.5427326243406227,0.8431372549019608,0.596132520679289,0.33640883717837533,0.2158077373593207,0.5482027725801965,0.004750781338624529,0.0,0.0,0.0,0.0
11_116,0.3958333333333333,0.05820750121773015,0.4444444444444444,0.0609707180104292,0.06019748273965287,0.18133250867154962,0.05053087194066758,0.21248510817510247,0.0,0.007376194861830218,0.0,0.0,0.3958333333333333,0.3740266618591736,0.4444444444444444,0.4279693866938953,0.06019748273965287,0.016903927856834842,0.05053087194066758,1.5828742777582566e-05,0.0,0.0,0.0,0.0
11_119,0.5375,0.1039941548952752,0.6405228758169934,0.12515042117930206,0.12403546863485866,0.3151720953058551,0.24825713112211997,0.5344641493797249,0.0,0.0,0.0,0.0,0.5375,0.5514624635015796,0.6405228758169934,0.6944391800696932,0.12403546863485866,0.012260125098782803,0.24825713112211997,4.289239225492322e-07,0.0,0.0,0.0,0.0
11_12,0.29583333333333334,0.034339990258158794,0.3660130718954248,0.03449659045326915,0.02693810423450645,0.14285135075104569,0.035535978216859575,0.2626632904390794,0.0,0.0,0.0,5.201189748139871,0.29583333333333334,0.23120042722044523,0.3660130718954248,0.28042421835852926,0.02693810423450645,0.10313199863464315,0.035535978216859575,1.2994796088844114e-05,0.0,0.0,0.0,1.1479908610086649
11_122,0.2625,0.03385289819775938,0.32679738562091504,0.0421179302045728,0.013891673035255044,0.061286259501401374,0.02011081246905437,0.09185501028694429,0.0,0.0,0.0,0.0,0.2625,0.2887368585966769,0.32679738562091504,0.3745585982925377,0.013891673035255044,1.856391103311627e-05,0.02011081246905437,1.353652330535721e-18,0.0,0.0,0.0,0.0
11_124,0.8166666666666667,0.2773989283974671,0.8366013071895425,0.2719614921780987,0.3459986296464883,0.4676495722990343,0.4491814475782726,0.5770719677573207,0.0,0.09120635889956946,0.0,0.0,0.8166666666666667,0.6479131530139428,0.8366013071895425,0.6713477579561768,0.3459986296464883,0.19197376815025907,0.4491814475782726,1.0,0.0,0.0,0.0,0.0
11_125,0.03333333333333333,0.002679006332196785,0.0392156862745098,0.0036101083032490976,0.0,0.0014396968383940901,0.0,0.0016461248803631963,0.0,0.0,0.0,0.0,0.03333333333333333,0.020603475372923195,0.0392156862745098,0.025314122018322602,0.0,0.0,0.0,9.172780922195823e-19,0.0,0.0,0.0,0.0
11_126,0.16666666666666666,0.013882123721383342,0.22875816993464052,0.02045728038507822,0.0009211996906002377,0.08065033572486185,0.008351438215992612,0.09341514446539041,0.0,0.0,0.0,0.0,0.16666666666666666,0.20088388488600115,0.22875816993464052,0.295331423547097,0.0009211996906002377,8.253241210436698e-07,0.008351438215992612,0.0,0.0,0.0,0.0,0.0
11_128,0.42083333333333334,0.06356551388212373,0.45098039215686275,0.05495387083834737,0.05109635916068743,0.15065448758062208,0.07374424506658521,0.2774666250823811,0.0,0.0,0.0,0.0,0.42083333333333334,0.39285650652832194,0.45098039215686275,0.4352622647039358,0.05109635916068743,0.0019048671509053225,0.07374424506658521,7.485345484540513e-08,0.0,0.0,0.0,0.0
11_13,0.5166666666666667,0.09279103750608865,0.5686274509803921,0.10148415563578018,0.0650168905712093,0.1689413728779436,0.07731822634205074,0.17649209709838667,0.0,0.0,0.0,0.0,0.5166666666666667,0.46660760172908633,0.5686274509803921,0.5147107705955949,0.0650168905712093,0.01584502530455422,0.07731822634205074,0.007008794246262702,0.0,0.0,0.0,0.0
11_131,0.3,0.027764247442766683,0.35294117647058826,0.032089851584436425,0.012531258991408034,0.10366979954359884,0.030697449059421036,0.21276001582470142,0.0,0.0,0.0,0.600289400630483,0.3,0.30991060873438636,0.35294117647058826,0.36986744948993583,0.012531258991408034,0.0003777619889370096,0.030697449059421036,2.609202834648387e-11,0.0,0.0,0.0,0.6630227549265472
11_135,0.5291666666666667,0.07476863127131028,0.5882352941176471,0.09105495387083835,0.07053065341103683,0.1953524973501903,0.09518202800103115,0.2016094514205126,0.0,0.0,0.0,0.0,0.5291666666666667,0.48037779550288057,0.5882352941176471,0.5689616797925077,0.07053065341103683,0.009223417946680003,0.09518202800103115,2.690346424308022e-09,0.0,0.0,0.0,0.0
11_136,0.17916666666666667,0.01753531417437896,0.24183006535947713,0.026474127557160047,0.0017833906537760853,0.03626864034632649,0.006521573276194495,0.053097270359653656,0.0,0.0,0.0,0.0,0.17916666666666667,0.15581378250773167,0.24183006535947713,0.21306052698754857,0.0017833906537760853,0.045830129096637334,0.006521573276194495,8.590249266828729e-12,0.0,0.0,0.0,0.0
11_137,0.020833333333333332,0.0014612761811982464,0.032679738562091505,0.0024067388688327317,0.0,0.0,0.00013035480337981117,0.0030533829987854752,0.0,0.0,0.0,0.0,0.020833333333333332,0.007726303264846197,0.032679738562091505,0.012657061009161301,0.0,0.0,0.00013035480337981117,6.40564884921086e-19,0.0,0.0,0.0,0.0
11_138,0.38333333333333336,0.05090112031173892,0.4444444444444444,0.056558363417569195,0.03804790038727464,0.15703828277790188,0.08980641691287422,0.3177038452339876,0.0,0.0,0.0,0.0,0.38333333333333336,0.3769204021367938,0.4444444444444444,0.4747101048491552,0.03804790038727464,0.15959754135898105,0.08980641691287422,9.189337810388985e-09,0.0,0.0,0.0,0.0
11_139,0.6125,0.10545543107647345,0.6666666666666666,0.11632571199358203,0.19887431770367914,0.4563331988079001,0.25221645656353353,0.6706353550451661,0.0,0.0,0.0,0.0,0.6125,0.5495687179991495,0.6666666666666666,0.650191214983313,0.19887431770367914,0.016632954993964513,0.25221645656353353,9.316826230531115e-08,0.0,0.0,0.0,0.0
11_140,0.35833333333333334,0.035801266439357035,0.41830065359477125,0.040513437625350986,0.019610893303047165,0.14578311765304403,0.025150668874388986,0.24571022316428567,0.0,0.0,0.0,0.0,0.35833333333333334,0.2839845688901247,0.41830065359477125,0.3466628376398067,0.019610893303047165,0.08340441295405997,0.025150668874388986,3.226270571545463e-08,0.0,0.0,0.0,0.0
11_142,0.225,0.03019970774476376,0.2875816993464052,0.03931006819093462,0.003011565843749663,0.04595794768703575,0.005194504711165604,0.04432044831823375,0.0,0.0,0.0,0.05274883090144977,0.225,0.2209416134410106,0.2875816993464052,0.29099185977252745,0.003011565843749663,0.0,0.005194504711165604,6.1915474855222624e-12,0.0,0.0,0.0,0.1254364441499079
11_144,0.4625,0.0694106186069167,0.5359477124183006,0.08664259927797834,0.03732591408407566,0.11845286438634935,0.061965568794715604,0.11625887175612948,0.0,0.0,0.0,0.0,0.4625,0.34585238411535885,0.5359477124183006,0.4264762450034169,0.03732591408407566,0.14792410832103423,0.061965568794715604,5.022583440199245e-08,0.0,0.0,0.0,0.0
11_147,0.37916666666666665,0.04042864101315149,0.46405228758169936,0.05054151624548736,0.02356542781074149,0.15874105131933922,0.042520189542660916,0.26595640829267525,0.0,0.0,0.0,0.0,0.37916666666666665,0.36865504149409,0.46405228758169936,0.44430302256762244,0.02356542781074149,0.0016826259530068589,0.042520189542660916,1.258709324307377e-08,0.0,0.0,0.0,0.0
11_151,0.3416666666666667,0.048952752070141256,0.4117647058823529,0.06016847172081829,0.015964959905313415,0.1430422575522922,0.024896561258426313,0.16027518281862604,0.0,0.0,0.0,0.0,0.3416666666666667,0.2705391660128341,0.4117647058823529,0.3365773699785386,0.015964959905313415,0.036274338039275794,0.024896561258426313,1.1439867867390484e-06,0.0,0.0,0.0,0.0
11_152,1.0,0.5077934729663907,1.0,0.6117127958283193,1.0,1.0,1.0,0.5786117416992576,0.0,0.0,0.0,0.17220840388518133,1.0,0.878003883682901,1.0,0.8742065155149514,1.0,0.12717814458125487,1.0,1.0347496222504188e-06,0.0,0.0,0.0,0.4160996661512098
11_155,0.23333333333333334,0.0282513395031661,0.29411764705882354,0.036903329322101885,0.011785608680911688,0.08908510033834008,0.011954774255138583,0.05218735661716744,0.0,0.0,0.0,0.0,0.23333333333333334,0.1838860177033395,0.29411764705882354,0.2354213347704002,0.011785608680911688,0.01354787167482527,0.011954774255138583,8.45199231047747e-11,0.0,0.0,0.0,0.0
11_159,0.1125,0.010228933268387726,0.17647058823529413,0.01684717208182912,0.0,0.0,0.006150972718855108,0.037919975504884844,0.0,0.6960167788136588,0.0,0.0,0.1125,0.13392258992400077,0.17647058823529413,0.21938905749212922,0.0,0.0,0.006150972718855108,0.0,0.0,0.0,0.0,0.0
11_16,0.5875,0.20019483682415976,0.6601307189542484,0.18491776975531488,0.16029063429643403,0.21938601955496087,0.29612529489823575,0.4223631723837225,0.0,0.0,0.0,0.0,0.5875,0.5666821361161735,0.6601307189542484,0.6697513343962523,0.16029063429643403,0.024366319673769826,0.29612529489823575,1.1722719263063435e-07,0.0,0.0,0.0,0.0
11_163,0.6166666666666667,0.1692644909887969,0.6143790849673203,0.1684717208182912,0.16760767631038842,0.24936980666084888,0.16894722211068483,0.3543185248376473,0.0,0.0,0.0,0.0,0.6166666666666667,0.4881599878790858,0.6143790849673203,0.5127152404767489,0.16760767631038842,0.03731073647341596,0.16894722211068483,3.7352608686185043e-06,0.0,0.0,0.0,0.0
11_164,0.2375,0.030930345835362884,0.2679738562091503,0.03730445246690734,0.005893796188552694,0.038500017799801015,0.009895358547782689,0.06297870419027272,0.0,0.96183556639281,0.0,0.0,0.2375,0.2618358328642323,0.2679738562091503,0.2981441037713551,0.005893796188552694,1.0123431375531145e-06,0.009895358547782689,3.418852270011906e-16,0.0,0.0,0.0,0.0
11_169,0.7791666666666667,0.18144179249878226,0.803921568627451,0.11873245086241477,0.3169183275769795,0.5981524955566692,0.3826685432313018,0.8478026198957158,0.0,0.0,0.0,0.0,0.7791666666666667,0.5118578114942283,0.803921568627451,0.5637825735873643,0.3169183275769795,1.0,0.3826685432313018,8.899735979481646e-05,0.0,0.0,0.0,0.0
11_170,0.17083333333333334,0.015830491962981003,0.23529411764705882,0.02206177296430004,0.0019220913803884637,0.05581193789428506,0.007059745730942066,0.08963517735502531,0.0,0.0,0.0,0.0,0.17083333333333334,0.17341258438877025,0.23529411764705882,0.24189049928619374,0.0019220913803884637,0.0001937450091971467,0.007059745730942066,8.833014307070468e-11,0.0,0.0,0.0,0.0
11_172,0.0375,0.00219191427179737,0.058823529411764705,0.0036101083032490976,1.0922713340766664e-05,0.012398849915768414,0.00015735333945765602,0.011004840586240962,0.0,0.0,0.0,0.0,0.0375,0.046357819589077184,0.058823529411764705,0.0759423660549678,1.0922713340766664e-05,0.0,0.00015735333945765602,0.0,0.0,0.0,0.0,0.0
11_174,0.12916666666666668,0.013882123721383342,0.1568627450980392,0.014841556357801846,0.002761249401023412,0.028486333777328027,0.0017480154111491992,0.03857605772180193,0.0,0.0,0.0,0.0,0.12916666666666668,0.11567992943755835,0.1568627450980392,0.1378213309886453,0.002761249401023412,0.013766692441285219,0.0017480154111491992,1.4114597466817792e-08,0.0,0.0,0.0,0.0
11_178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_18,0.7958333333333333,0.3207501217730151,0.7712418300653595,0.3104693140794224,0.30949036555303716,0.19602328317782428,0.3123463069515948,0.2924091741727561,0.0,0.0,0.0,0.0,0.7958333333333333,0.8023498856678175,0.7712418300653595,0.791541674444818,0.30949036555303716,0.006427985708722717,0.3123463069515948,8.322808031598991e-12,0.0,0.0,0.0,0.0
11_183,0.36666666666666664,0.04042864101315149,0.43790849673202614,0.047332531087043724,0.02206741063467014,0.12905411925862292,0.039992836968481806,0.19514087514920328,0.0,0.0,0.0,0.4008761510015075,0.36666666666666664,0.42537591863681007,0.43790849673202614,0.5358155827211618,0.02206741063467014,3.764295695647229e-09,0.039992836968481806,5.833953770986844e-21,0.0,0.0,0.0,0.5880187630589099
11_184,0.075,0.00535801266439357,0.11764705882352941,0.008824709185720016,0.0,0.0,0.0008110400408325908,0.022565737731413165,0.0,0.0,0.0,0.0,0.075,0.056659557275538786,0.11764705882352941,0.09281844740051622,0.0,0.0,0.0008110400408325908,1.839925113926868e-12,0.0,0.0,0.0,0.0
11_186,0.3416666666666667,0.04992693619094009,0.43790849673202614,0.06578419574809466,0.024068582304057753,0.09748884494577657,0.03493661061756241,0.19911204244719574,0.0,0.0,0.0,0.0,0.3416666666666667,0.28015003319571957,0.43790849673202614,0.3669610132582025,0.024068582304057753,0.003675069681337029,0.03493661061756241,2.597777144600337e-07,0.0,0.0,0.0,0.0
11_19,0.7666666666666667,0.3056502679006332,0.7647058823529411,0.309265944645006,0.25512374870161103,0.19902560451792226,0.23050286805288672,0.10965272726947677,0.0,0.0,0.0,0.0,0.7666666666666667,0.7754745937504012,0.7647058823529411,0.8078185215194086,0.25512374870161103,0.025371174346878047,0.23050286805288672,1.4349017858666306e-11,0.0,0.8422382050937015,0.0,0.0
11_192,0.016666666666666666,0.000974184120798831,0.026143790849673203,0.001604492579221821,0.0,0.0,0.0,0.0014276342147654167,0.0,1.5015575235781595,0.0,0.0,0.016666666666666666,0.020603475372923195,0.026143790849673203,0.03375216269109681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_194,0.43333333333333335,0.06380905991232343,0.5294117647058824,0.07059767348576013,0.03555546388647251,0.1421013170873547,0.09005491860353405,0.3018941288066215,0.0,0.0,0.0,0.0,0.43333333333333335,0.45554269184110835,0.5294117647058824,0.5772691317405843,0.03555546388647251,0.0013474873383243118,0.09005491860353405,1.596178472580899e-11,0.0,0.4899953151532582,0.0,0.0
11_196,0.5,0.07428153921091087,0.5686274509803921,0.06738868832731648,0.07676206246028983,0.2916011269258135,0.14851455563426588,0.5959112880894347,0.0,0.0,0.0,0.0,0.5,0.4583683656367898,0.5686274509803921,0.5323538224451518,0.07676206246028983,0.02391111456940111,0.14851455563426588,3.14285409512919e-08,0.0,0.0,0.0,0.0
11_199,0.15416666666666667,0.015586945932781296,0.2222222222222222,0.024067388688327317,0.0007521213801042032,0.009812766384901013,0.004613678458124505,0.044891811350337124,0.0,0.0,0.0,0.0,0.15416666666666667,0.17851439733825597,0.2222222222222222,0.2671242590123947,0.0007521213801042032,0.0,0.004613678458124505,4.648185761466937e-21,0.0,0.0,0.0,0.0
11_2,0.24166666666666667,0.025815879201169022,0.3137254901960784,0.03489771359807461,0.010789028679554233,0.07068401781271841,0.016438710506176197,0.10361441622258659,0.0,0.0,0.0,0.0,0.24166666666666667,0.20088388488600115,0.3137254901960784,0.2598916527214454,0.010789028679554233,0.036547239441477516,0.016438710506176197,1.0971250347695499e-08,0.0,0.0,0.0,0.0
11_201,0.5041666666666667,0.08938139308329274,0.5751633986928104,0.09626955475330927,0.11045310371712524,0.38391132767203484,0.14993673541966995,0.48462785028038924,0.0,0.0,0.0,0.0,0.5041666666666667,0.5206688075333473,0.5751633986928104,0.6321318504005631,0.11045310371712524,0.0016526031941470377,0.14993673541966995,1.5702419600093209e-09,0.0,0.23798795394143898,0.0,0.0
11_203,0.2375,0.024111056989771066,0.3202614379084967,0.033293221018852785,0.007289251620681827,0.10755972178924174,0.012172487389817528,0.12675945437750505,0.0,0.0,0.0,0.0,0.2375,0.24337855284265522,0.3202614379084967,0.3480691777519358,0.007289251620681827,0.0013794547548885794,0.012172487389817528,2.652964019165704e-10,0.0,0.0,0.0,0.0
11_209,0.9041666666666667,0.30857282026302973,0.8562091503267973,0.3040513437625351,0.6011006121000483,0.5095936880064222,0.6611931687909105,0.6744504855318745,0.0,0.0,0.0,0.0,0.9041666666666667,1.0,0.8562091503267973,0.9916582378521995,0.6011006121000483,0.0004912659008102486,0.6611931687909105,1.7909944555951863e-14,0.0,1.061175744561759,0.0,0.0
11_21,0.5666666666666667,0.0942523136872869,0.6405228758169934,0.10549538708383474,0.1462071097688837,0.4560900483226257,0.15112388588608458,0.6710608481236203,0.0,0.0,0.0,0.0,0.5666666666666667,0.5774166154390521,0.6405228758169934,0.7019849254183009,0.1462071097688837,0.012424098532238581,0.15112388588608458,1.291622192350164e-08,0.0,0.0,0.0,0.0
11_212,0.2833333333333333,0.03019970774476376,0.3464052287581699,0.04131568391496189,0.028286283474455373,0.12639575672786968,0.024452178686888298,0.13484647505185038,0.0,0.0,0.0,0.0,0.2833333333333333,0.2365107277183475,0.3464052287581699,0.27353315180909704,0.028286283474455373,0.02231050516142178,0.024452178686888298,3.763991136503985e-09,0.0,0.0,0.0,0.0
11_213,0.8,0.20336093521675597,0.8104575163398693,0.22101885278780586,0.2532073883569764,0.30749755602435136,0.3234724875704529,0.3988862848736688,0.0,0.0,0.0,0.0,0.8,0.6890715519949413,0.8104575163398693,0.7243143310811099,0.2532073883569764,0.020183954143630244,0.3234724875704529,5.053919795605133e-07,0.0,0.0,0.0,0.0
11_214,0.3375,0.05284948855333658,0.39869281045751637,0.06578419574809466,0.036608404175069935,0.15163747913365597,0.05063295341532997,0.22722503915257677,0.0,0.0,0.0,0.0,0.3375,0.3547231676704944,0.39869281045751637,0.43484036267029713,0.036608404175069935,0.0010972126302080199,0.05063295341532997,1.9073307534834803e-10,0.0,0.0,0.0,0.0
11_216,0.36666666666666664,0.04870920603994155,0.43137254901960786,0.057360609707180106,0.02571273332887446,0.10353413420978863,0.04747809090127504,0.20015837147308868,0.0,0.0,0.0,0.0,0.36666666666666664,0.38524206556663676,0.43137254901960786,0.47569454292764557,0.02571273332887446,0.006357458684956607,0.04747809090127504,1.8097938160160807e-10,0.0,0.0,0.0,0.0
