,CEG_interactions_degree,CEG_interactions_w_degree,CEG_interactions_degree_u,CEG_interactions_w_degree_u,CEG_interactions_betweenness_centrality,CEG_interactions_w_betweenness_centrality,CEG_interactions_betweenness_centrality_u,CEG_interactions_w_betweenness_centrality_u,CEG_interactions_NMF1_d,CEG_interactions_NMF1_u,CEG_interactions_NMF2_d,CEG_interactions_NMF2_u,CEG_rel_agree_degree,CEG_rel_agree_w_degree,CEG_rel_agree_degree_u,CEG_rel_agree_w_degree_u,CEG_rel_agree_betweenness_centrality,CEG_rel_agree_w_betweenness_centrality,CEG_rel_agree_betweenness_centrality_u,CEG_rel_agree_w_betweenness_centrality_u,CEG_rel_agree_NMF1_d,CEG_rel_agree_NMF1_u,CEG_rel_agree_NMF2_d,CEG_rel_agree_NMF2_u
0_28,0.3333333333333333,0.08836206896551724,0.4,0.08185053380782918,0.008537129789781562,0.11074006123287594,0.013168128348544876,0.18232573169053273,0.2805022196277272,2.14446983512828,0.2407816665416631,2.218693441515598,0.3333333333333333,0.3530911948922867,0.4,0.3931623931623932,0.008537129789781562,0.0,0.013168128348544876,0.0,0.7508357154091405,0.8015997726185463,0.0,0.8486072230590422
0_32,0.358974358974359,0.05387931034482758,0.45,0.06405693950177936,0.02045511486107158,0.4695079955782686,0.01947330950991074,0.2267926492852142,0.0245727730937683,0.45952869974804444,0.27338266960034446,0.5373678724050468,0.358974358974359,0.37933445937752425,0.45,0.47435897435897434,0.02045511486107158,0.020752400611131747,0.01947330950991074,0.0,0.4198112289237852,0.8593240215530983,0.37577173956710674,0.13865493788126987
0_38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06783433963844822,4.599739483661119,4.385572516675508,5.47009650605781,5.6697073974804475,1.0,0.914460336416879,1.0,0.8120258580205533,1.0,1.0,1.0,1.0,0.595805258705161,0.6411910380241677,1.0175395658073623,0.7621980858867717
0_39,0.6666666666666666,0.3577586206896552,0.85,0.36298932384341637,0.15714642613042357,0.40125475307177205,0.5167494366043481,0.4424722022993851,1.0239913963439897,1.1790897464107757,4.7311632280846405,2.4434890349376093,0.6666666666666666,0.5953472000365312,0.85,0.7877899877899878,0.15714642613042357,0.33061637213101436,0.5167494366043481,0.15116770383716507,0.7165668976950266,0.7007272892033239,0.7417230351850578,0.6839175215496903
0_40,0.1282051282051282,0.01293103448275862,0.2,0.014234875444839857,0.027321512346314268,0.7335791136859529,0.04380541933785204,0.8415845223633966,0.22191619959783596,0.22441678838373288,0.13485662496434134,0.17795634261996005,0.1282051282051282,0.10020155530727055,0.2,0.1282051282051282,0.027321512346314268,0.033582722980669624,0.04380541933785204,0.8425929843128479,0.49873040246010986,0.06724475779641671,0.049927471387164545,0.5803825433540089
0_43,0.3333333333333333,0.06465517241379311,0.5,0.06761565836298933,0.04480174426155974,0.2735049165716535,0.2015562018558712,0.6977195071598258,0.2864680881885754,0.2799954101222563,0.47604006283422307,0.7280136435143006,0.3333333333333333,0.35547694620912645,0.5,0.5,0.04480174426155974,0.0023495604722739557,0.2015562018558712,0.0012832755568998888,0.449626673734085,0.474535513059371,0.29308613421644264,0.6542726378076053
0_48,0.38461538461538464,0.16163793103448276,0.55,0.17793594306049823,0.055310182027491134,0.06361736976438653,0.14403181691416814,0.5470626804275294,0.6080322142853322,1.8857567425465906,0.44446172402624773,0.6024779974897051,0.38461538461538464,0.4079634751796016,0.55,0.5384615384615384,0.055310182027491134,0.044432525789809045,0.14403181691416814,0.1670299006899915,0.7566726499665192,0.9500716861781069,0.0,0.05360598713613642
0_52,0.7948717948717948,0.35129310344827586,0.95,0.3879003558718861,0.2980543137044762,0.5558012072946991,0.8063339355589699,0.8007678294669731,2.1275586083141222,0.17360927691961592,2.4043057307668083,0.7127908109412209,0.7948717948717948,0.8874994898643964,0.95,1.0,0.2980543137044762,0.02740497811587392,0.8063339355589699,0.017428687411283214,0.8275392529761606,0.7683762620676097,0.8761967445594583,0.10063500581163447
0_53,0.48717948717948717,0.29310344827586204,0.55,0.3736654804270463,0.03860250411117964,0.5276676524889601,0.09129001581491869,0.530952965102313,1.6596453889661988,4.118436526235341,0.0,0.0,0.48717948717948717,0.4961028052975353,0.55,0.5724104954874186,0.03860250411117964,0.039192144841177085,0.09129001581491869,0.0,0.830740230235943,1.0660205010013313,0.0,0.0
0_54,0.1794871794871795,0.02586206896551724,0.25,0.017793594306049824,0.01071923109407415,0.6380141564853025,0.008803002929137733,0.8105148697502375,0.19116649978364075,0.13696745745293692,0.0,0.2505120480495452,0.1794871794871795,0.21471761851557977,0.25,0.28205128205128205,0.01071923109407415,0.0005166572766256866,0.008803002929137733,0.0,0.3715097769960688,0.48729834701709174,0.0928593227491465,0.4068830485232212
0_56,0.5128205128205128,0.15517241379310345,0.6,0.1423487544483986,0.06912104860099236,0.24564916687405594,0.1097517248308081,0.1851527324111743,0.8336475169411507,0.8284999942759977,0.6907138646091106,0.8323060981219552,0.5128205128205128,0.4928962220590976,0.6,0.535042735042735,0.06912104860099236,0.048221345818397425,0.1097517248308081,0.2712430669599566,0.8763274114191144,0.9205305329330059,0.26276411839231356,0.13399026831698732
0_57,0.3076923076923077,0.0668103448275862,0.45,0.05338078291814947,0.0051882128913250366,0.19321345271236173,0.04431988054799647,0.3437460195881145,0.32431007920361754,0.3143523432905657,1.3599593137688548,0.7191528527759827,0.3076923076923077,0.3483196922586071,0.45,0.47008547008547014,0.0051882128913250366,0.0,0.04431988054799647,0.0,0.8756125898403515,0.09887704558646099,0.23528707267045504,0.913480000186293
0_60,0.1282051282051282,0.028017241379310345,0.2,0.028469750889679714,0.0,0.16678724180040858,0.01886357770529514,0.15803506780271,0.0703428415621836,0.10113199019488073,0.09224979816938142,0.6546095877334704,0.1282051282051282,0.1431450790103865,0.2,0.20512820512820512,0.0,0.0,0.01886357770529514,0.0,0.22373058293701326,0.1611007381550573,0.0,0.6377877393169965
