uid,CE_votes_3,CE_votes_num,CE_votes_mean,CE_votes_2,CE_votes_std,CE_votes_1,CE_votes_4,CE_likes_mean,CE_likes_sum,CE_likes_num,CE_likes_std,CE_dislikes_std,CE_dislikes_sum,CE_dislikes_num,CE_dislikes_mean,CE_com_num,CE_com_std,CE_com_sum,CE_com_mean,CE_comid
17_45,0,139,3.4676258992805757,4,1.124832730066437,22,113,5.0,320.0,64.0,3.080919260880345,1.7222142216916063,67.0,64.0,1.046875,64.0,42.07211955734604,3487.0,54.484375,17
17_5,39,91,3.4065934065934065,6,0.6663002656130673,1,45,1.1538461538461537,15.0,13.0,1.6251232694862383,0.0,0.0,13.0,0.0,13.0,8.501131146455204,215.0,16.53846153846154,17
17_6,1,98,3.989795918367347,0,0.10101525445522111,0,97,1.9090909090909092,21.0,11.0,1.1361818036340356,1.2135597524338355,5.0,11.0,0.45454545454545453,11.0,37.04935283449018,301.0,27.363636363636363,17
17_68,24,86,3.372093023255814,15,0.7676781131193697,0,47,4.214285714285714,59.0,14.0,3.945368685678699,1.0818177620697813,5.0,14.0,0.35714285714285715,14.0,25.42517572091805,544.0,38.857142857142854,17
17_69,40,71,3.23943661971831,4,0.6858735562851712,2,25,3.871794871794872,151.0,39.0,2.566786719242226,2.028474759900146,44.0,39.0,1.1282051282051282,39.0,27.296616331660864,1794.0,46.0,17
17_7,2,143,3.9510489510489513,1,0.3212798203109447,1,139,4.611111111111111,166.0,36.0,3.834264897159207,1.889822365046136,42.0,36.0,1.1666666666666667,36.0,36.93103826460322,1814.0,50.388888888888886,17
17_75,35,95,3.3263157894736843,13,0.7500653200372006,1,46,5.416666666666667,130.0,24.0,4.116949764366677,1.3929168644626095,21.0,24.0,0.875,24.0,89.21976612089202,1682.0,70.08333333333333,17
17_78,25,68,3.426470588235294,7,0.6761651407973494,0,36,3.0,39.0,13.0,2.70801280154532,1.281025230440697,11.0,13.0,0.8461538461538461,13.0,26.190377955193725,487.0,37.46153846153846,17
17_8,28,141,3.730496453900709,5,0.5193324372157759,0,108,3.2962962962962963,178.0,54.0,2.4389112141593148,1.1916316644666702,38.0,54.0,0.7037037037037037,54.0,16.990244662650255,1591.0,29.462962962962962,17
17_80,27,59,3.2033898305084745,10,0.7138931876289859,0,22,3.0,21.0,7.0,2.0,1.1126972805283737,5.0,7.0,0.7142857142857143,7.0,25.688611521543194,219.0,31.285714285714285,17
17_83,10,23,2.869565217391304,2,1.0576280419404613,4,7,4.5,18.0,4.0,3.3166247903554,1.5,3.0,4.0,0.75,4.0,15.01943185787443,149.0,37.25,17
17_87,10,118,3.8135593220338984,6,0.5055107012718835,0,102,3.8,171.0,45.0,3.2863353450309964,1.1472408710299757,38.0,45.0,0.8444444444444444,45.0,39.02805258898897,2306.0,51.24444444444445,17
17_9,8,97,3.804123711340206,4,0.552252494670161,1,84,0.0,0.0,5.0,0.0,0.44721359549995804,1.0,5.0,0.2,5.0,12.700393694685216,127.0,25.4,17
17_92,4,42,3.9047619047619047,0,0.29710175718617465,0,38,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,23.0,17
17_94,68,84,3.1547619047619047,0,0.4524111473451026,1,15,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,17
17_96,27,104,3.5961538461538463,3,0.6900011364733952,3,71,5.588235294117647,95.0,17.0,2.938086612265961,0.6063390625908325,6.0,17.0,0.35294117647058826,17.0,94.46034804583974,1282.0,75.41176470588235,17
17_97,3,56,3.75,1,0.7446780878644507,3,49,4.208333333333333,101.0,24.0,3.5750240700517355,1.841549442134554,36.0,24.0,1.5,24.0,39.65062548623004,1171.0,48.791666666666664,17
